Регион,Адрес,Название,Цена,Контактов / мес,"Интенсивность выхода, каждые N мин",Часы работы,Выходов / мес,lat,lon
Омск,"ул. Зелёная, 37",Дарим вкус,6530.0,18000,15,08:00 - 21:30,1456,55.012904,73.43943
Омск,"ул. Олимпийская, 3а",Дарим вкус,6530.0,18000,15,08:00 - 21:30,1456,54.975517,73.472794
Омск,"ул. 3-я Молодёжная, 50",Дарим вкус,6530.0,18000,15,08:00 - 21:30,1456,54.951545,73.456786
Омск,"ул. Масленникова, 181",Дарим вкус,6530.0,18000,15,08:00 - 21:30,1456,54.975827,73.422488
Омск,"ул. Пушкина, 113",Дарим вкус,6530.0,18000,15,08:00 - 21:30,1456,54.967915,73.388343
Омск,"ул. Молодогвардейская, 9",Дарим вкус,6530.0,18000,15,08:00 - 21:30,1456,54.925173,73.45728
Омск,"ул. Моторная, 13",Дарим вкус,6530.0,18000,15,08:00 - 21:30,1456,54.91057,73.447057
Омск,"ул. 20 лет РККА, 1",Дарим вкус,6530.0,18000,15,08:00 - 21:30,1456,54.976034,73.400129
Омск,"ул. 3-я Любинская, 13Б",Дарим вкус,6530.0,18000,15,08:00 - 21:30,1456,55.000988,73.221966
Омск,"ул. Сибаковская, 4",Дарим вкус,6530.0,18000,15,08:00 - 21:30,1456,55.023078,73.316191
Омск,"ул. Багратиона, 84/1",Дарим вкус,6530.0,18000,15,08:00 - 21:30,1456,55.02557,73.428184
Омск,"пр. Космический, 9а",Дарим вкус,6530.0,18000,15,08:00 - 21:30,1456,54.969569,73.443823
Омск,"ул. Красный Путь, 105, к. 2",Дарим вкус,6530.0,18000,15,08:00 - 21:30,1456,55.003621,73.343724
Омск,"ул. Перелёта, 34",Дарим вкус,6530.0,18000,15,08:00 - 21:30,1456,55.006167,73.303434
Омск,"пр. Менделеева, 34, к.1",Дарим вкус,6530.0,18000,15,08:00 - 21:30,1456,55.042117,73.323494
Омск,"ул. Гагарина, 2",Дарим вкус,6530.0,18000,15,08:00 - 21:30,1456,54.985808,73.378597
Новосибирск,"Горский мкр, 64/1",SPAR,7340.0,75000,15,07:30 - 23:00,1792,54.992926,82.894666
Новосибирск,"ул. Кубовая, 108/3",SPAR,7340.0,75000,15,07:30 - 23:00,1792,55.13023,82.891755
Новосибирск,"ул. 1905 года, 69",SPAR,7340.0,75000,15,08:00 - 23:00,1680,55.044124,82.90682
Новосибирск,"ул. В. Высоцкого, 39/5",SPAR,7340.0,75000,15,07:30 - 23:00,1792,55.033249,83.021158
Новосибирск,"ул. Некрасова, 41",SPAR,7340.0,75000,15,07:30 - 23:00,1792,55.046208,82.92723
Новосибирск,"ул. Плановая, 75/2",SPAR,7340.0,75000,15,07:30 - 23:00,1792,55.053211,82.894666
Новосибирск,"ул. Кошурникова, 24/1",SPAR,7340.0,75000,15,07:30 - 23:00,1792,55.039331,82.970394
Новосибирск,"ул. Выборная, 142/3",SPAR,7340.0,75000,15,08:00 - 23:00,1680,55.002516,83.020762
Липецк,"ул. Юношеская, 43",Маяк,6430.0,10000,15,09:00 - 21:00,1344,52.584938,39.457915
Воронеж,"ул. Машиностроителей, 24и",Маяк,6530.0,10000,15,09:00 - 21:00,1344,51.67961,39.157905
Белгород,"ул. Королева, 2Г",Маяк,6640.0,10000,15,09:00 - 21:00,1344,50.571948,36.57382
Брянская обл,"с. Путевка, ул. Рославльская, 1а/1",Маяк,5670.0,20000,15,09:00 - 21:00,1344,53.26015,34.305951
Липецк,"ул. Балмочных, 17",Маяк,6430.0,20000,15,09:00 - 21:00,1344,52.621369,39.585916
Белгород,"пер. 5-й Заводской, 11",Маяк,6640.0,20000,15,09:00 - 21:00,1344,50.618817,36.567586
Тамбов,"ул. Авиационная, 141А",Маяк,5510.0,20000,15,09:00 - 21:00,1344,52.736009,41.401681
Белгородская обл,"г. Старый Оскол, ул. Первой Конной Армии, 67А",Маяк,6640.0,20000,15,09:00 - 21:00,1344,51.34314,37.851592
Белгородская обл,"г. Старый Оскол, ул. Ватутина, 38",Маяк,6640.0,20000,15,09:00 - 21:00,1344,51.285751,37.825362
Орел,"ул. Новосильская, 38",Маяк,5720.0,20000,15,09:00 - 21:00,1344,52.967057,36.084957
Курск,"ул. Кулакова, 146з",Маяк,6430.0,20000,15,09:00 - 21:00,1344,51.659278,36.136556
Курск,"ул. 50 лет Октября, 179",Маяк,6430.0,20000,15,09:00 - 21:00,1344,51.764403,36.133403
Белгородская обл,"г. Губкин, ул. Преображенская, 7",Маяк,6640.0,20000,15,09:00 - 21:00,1344,51.277847,37.499974
Воронеж,"ул. Дубровина, 3В",Маяк,6530.0,20000,15,09:00 - 21:00,1344,51.613698,39.259594
Воронеж,"ул. 45 Стрелковой дивизии, 255В",Маяк,6530.0,20000,15,09:00 - 21:00,1344,51.692419,39.143567
Брянск,"ул. Ульянова, 4",Маяк,5670.0,20000,15,09:00 - 21:00,1344,53.302311,34.313191
Воронеж,"ул. Жукова, 15",Маяк,6530.0,50000,15,09:00 - 21:00,1344,51.715582,39.171101
Омская обл,"с. Нижняя Омка, ул. Кооперативная, 10А",Низкоцен,6530.0,35880,15,09:00 - 22:59,1456,55.429772,74.936626
Ростов-на-Дону,"ул. 50 лет Ростсельмаша, 8В",Главторг,,23278,15,08:00 - 23:00,1680,47.274518,39.764402
Ростов-на-Дону,"ул. Еременко, 89Б-5",Главторг,,15762,15,08:00 - 23:00,1680,47.232811,39.608931
Ростов-на-Дону,"ул. Щербакова, 2-1",Главторг,,24369,15,08:00 - 23:00,1680,47.26435,39.776979
Ростов-на-Дону,"с. Чалтырь, ул. Ростовская, 108",Главторг,,8046,15,08:00 - 23:00,1680,47.27546,39.52695
Ростов-на-Дону,"х. Ленинаван, ул. Мира, 4-1",Главторг,,9375,15,08:00 - 23:00,1680,47.290118,39.630966
Ростов-на-Дону,"ул. Вятская, 104",Главторг,,26599,15,08:00 - 23:00,1680,47.281414,39.759821
Ростов-на-Дону,"пр-кт. Стачки, 226А",Главторг,,16615,15,08:00 - 23:00,1680,47.212867,39.617258
Ростов-на-Дону,"ул. Миронова,12/8",Главторг,,29746,15,08:00 - 23:00,1680,47.299616,39.747047
Ростов-на-Дону,"ул. Королёва, 14А",Главторг,6260.0,34583,15,08:00 - 23:00,1680,47.294495,39.709264
Курганская обл,"г. Петухово, ул. Р. Люксембург, 11",Низкоцен,5780.0,21570,15,09:00 - 23:00,1568,55.068288,67.898065
Омская обл,"рп. Нововаршавка, ул. Южная, 17",Низкоцен,6530.0,22560,15,09:00 - 23:00,1568,54.162152,74.700485
Омская обл,"с. Знаменское, ул. Ленина, 90-Д",Низкоцен,6530.0,35040,15,09:00 - 23:00,1568,57.127281,73.813031
Омская обл,"с. Красный Яр, ул. Съездовская, 4г",Низкоцен,6530.0,28410,15,09:00 - 23:00,1568,55.24079,72.920923
Иркутск,"ул. Октябрьской революции, 7","Багира, супермаркет",8800.0,48246,15,05:31 - 23:59,2016,52.289422,104.306208
Алтайский край,"с. Курья, пер. Первомайский, 4а",Ассорти Вкуса,5400.0,25886,15,08:00 - 22:00,1568,51.600324,82.289929
Алтайский край,"г. Змеиногорск, ул. Пионерская, 2",Ассорти Вкуса,5400.0,25941,15,08:00 - 22:00,1568,51.157873,82.171208
Алтайский край,"г. Змеиногорск, ул. Ленина, 43",Ассорти Вкуса,5400.0,28933,15,08:00 - 22:00,1568,51.163172,82.184431
Алтайский край,"с. Староалейское, ул. Шоссейная, 43",Ассорти Вкуса,5400.0,21838,15,08:00 - 22:00,1568,51.007988,82.009268
Алтайский край,"с. Староалейское, ул. Дорожная, 41в",Ассорти Вкуса,5400.0,20996,15,08:00 - 22:00,1568,51.005608,81.983954
Алтайский край,"с. Волчиха, ул. Свердлова, 12",Ассорти Вкуса,5400.0,19392,15,08:00 - 22:00,1568,52.017438,80.364723
Алтайский край,"с. Волчиха, ул. Кошевого, 24",Ассорти Вкуса,5400.0,14780,15,08:00 - 22:00,1568,52.028976,80.375413
Рубцовск,"ул. Алтайская, 199А",Ассорти Вкуса,5400.0,23341,15,08:00 - 22:00,1568,51.552629,81.243239
Рубцовск,"ул. Пролетарская, 391а",Ассорти Вкуса,5400.0,18505,15,08:00 - 22:00,1568,51.478242,81.213478
Алтайский край,"с. Краснощеково, ул. Ленина, 61",Ассорти Вкуса,5400.0,23458,15,08:00 - 22:00,1568,51.673472,82.74595
Алтайский край,"с. Краснощеково, ул. Партизанская, 1а",Ассорти Вкуса,5400.0,17892,15,08:00 - 22:00,1568,51.664317,82.72112
Рубцовск,"ул. Декабристов, 1",Ассорти Вкуса,5400.0,18433,15,08:00 - 23:00,1680,51.527029,81.185145
Алтайский край,"п. Масальский, ул. Набережная, 13",Ассорти Вкуса,5400.0,9648,15,08:00 - 22:59,1568,50.953969,81.794158
Алтайский край,"с. Михайловское, ул. Советская, 109",Ассорти Вкуса,5400.0,13956,15,08:00 - 22:59,1568,51.82277,79.738309
Алтайский край,"с. Поспелиха, пер. Титова, 1",Ассорти Вкуса,5400.0,25910,15,08:00 - 22:59,1568,51.996299,81.847661
Алтайский край,"с. Поспелиха, ул. Целинная, 8Б",Ассорти Вкуса,5400.0,14237,15,08:00 - 22:59,1568,51.996376,81.824557
Алтайский край,"г. Горняк, ул. Некрасова, 29а",Ассорти Вкуса,5400.0,23881,15,08:00 - 23:00,1680,51.00363,81.466479
Алтайский край,"г. Горняк, ул. Миронова, 107в",Ассорти Вкуса,5400.0,20887,15,08:00 - 23:00,1680,51.007104,81.467468
Алтайский край,"г. Горняк, ул. Островского, 37",Ассорти Вкуса,5400.0,17052,15,08:00 - 23:00,1680,50.994271,81.458502
Алтайский край,"г. Горняк, ул. Миронова, 95б",Ассорти Вкуса,5400.0,25047,15,08:00 - 23:00,1680,51.000201,81.463506
Алтайский край,"г. Горняк, ул. Элеваторная, 1е",Ассорти Вкуса,5400.0,5126,15,08:00 - 23:00,1680,50.989282,81.498684
Алтайский край,"г. Горняк, ул. Восточная, 57",Ассорти Вкуса,5400.0,17614,15,08:00 - 23:00,1680,50.990252,81.480439
Алтайский край,"с. Веселоярск, ул. Ленина, 211",Ассорти Вкуса,5400.0,22291,15,08:00 - 22:00,1568,51.28721,81.113864
Иркутск,"п. Мамоны, ул. Ангарская, 17А",Виноград,8800.0,7109,15,09:00 - 23:00,1568,52.347148,104.143344
Иркутск,"р.п. Маркова, ул. Магистральная, 30",Виноград,8800.0,12520,15,09:00 - 23:00,1568,52.238361,104.247971
Иркутск,"ул. Рабочего Штаба, 134",Виноград,8800.0,5221,15,09:00 - 23:00,1568,52.329639,104.313143
Иркутск,"п. Молодежный, ул. Дорожная, 7/7",Виноград,8800.0,5865,15,09:00 - 23:00,1568,52.247934,104.423977
Иркутск,"ул. Советская, 58/2",Виноград,8800.0,6288,15,09:00 - 22:00,1456,52.275814,104.304241
Иркутск,"ул. Юрия Тена, 27",Виноград,8800.0,1208,15,09:00 - 21:00,1344,52.253128,104.260879
Иркутск,"пер. 18-й Советский, 2",Виноград,8800.0,6555,15,09:00 - 22:00,1456,52.343407,104.164867
Иркутская обл,"г. Шелехов, Култукский тр-т, 17",Виноград,8800.0,4711,15,09:00 - 23:00,1568,52.205071,104.082267
Иркутск,"микрорайон Зеленый, 1/1",Виноград,8800.0,11222,15,09:00 - 23:00,1568,52.331406,104.371696
Иркутск,"ул. Депутатская, 63/2",Виноград,8800.0,3636,15,09:00 - 23:00,1568,52.266401,104.327588
Иркутск,"ул. Дыбовского, 8/3",Виноград,8800.0,1983,15,09:00 - 21:00,1344,52.259313,104.353172
Иркутск,"ул. Ширямова, 2",Виноград,8800.0,5299,15,09:00 - 23:00,1568,52.27712,104.355903
Иркутск,"микрорайон Юбилейный, 42",Виноград,8800.0,2045,15,09:00 - 23:00,1568,52.222828,104.302256
Иркутск,"ул. Лермонтова, 341/5",Виноград,8800.0,3303,15,09:00 - 21:00,1344,52.235841,104.283616
Иркутская обл,"г. Ангарск, 206-й квартал, ул. Фестивальная, 3",Виноград,8800.0,2085,15,09:00 - 21:00,1344,52.502019,103.83232
Иркутск,"ул. Ядринцева, 88",Виноград,8800.0,3007,15,09:00 - 21:00,1344,52.27485,104.335233
Иркутская обл,"​г. Ангарск, 13-й микрорайон, 33",Виноград,8800.0,3003,15,10:00 - 23:00,1456,52.519848,103.864183
Иркутская обл,"г. Ангарск, 18-й микрорайон, 19",Виноград,8800.0,2462,15,09:00 - 21:00,1344,52.503017,103.843154
Иркутск,"п. Молодежный, ул. Солнечная, 3",Виноград,8800.0,2223,15,10:00 - 23:00,1456,52.237666,104.42351
Иркутск,"ул. Лермонтова, 31",Виноград,8800.0,2415,15,09:00 - 21:00,1344,52.272563,104.255463
Иркутск,"пр. Маршала Жукова, 5/2",Виноград,8800.0,3556,15,09:00 - 21:00,1344,52.250013,104.354089
Иркутск,"ул. Коммунистическая, 65А",Виноград,8800.0,3333,15,09:00 - 23:00,1568,52.265316,104.306244
Иркутск,"ул. Карла Либкнехта, 239А",Виноград,8800.0,4487,15,09:00 - 23:00,1568,52.264539,104.319872
Иркутск,"ул. Байкальская, 198А",Виноград,8800.0,6003,15,09:00 - 21:00,1344,52.25815,104.325756
Иркутск,"ул. Байкальская, 207",Виноград,8800.0,6975,15,09:00 - 21:00,1344,52.255559,104.337335
Иркутск,"ул. Ленинградская, 102",Виноград,8800.0,5859,15,08:00 - 23:00,1680,52.346345,104.213781
Иркутск,"ул. Ржанова, 45/3",Виноград,8800.0,2885,15,09:00 - 21:00,1344,52.252395,104.363638
Иркутск,"ул. Розы Люксембург, 293/7",Виноград,8800.0,4106,15,09:00 - 23:00,1568,52.356147,104.155264
Иркутск,"ул. Ленская, 1Б/1",Виноград,8800.0,7367,15,10:00 - 21:00,1232,52.292331,104.340946
Иркутск,"ул. Мира, 1",Виноград,8800.0,2518,15,09:00 - 21:00,1344,52.337343,104.2326
Иркутск,"ул. Карла Маркса, 55",Виноград,8800.0,8682,15,09:00 - 22:00,1456,52.292265,104.295653
Ростов-на-Дону,"ул. Таганрогская, 132/2",Апекс Плюс,8095.0,21711,15,07:00 - 23:50,1792,47.256975,39.638351
Ростов-на-Дону,"ул. Еременко, 96",Апекс Плюс,7867.0,35763,15,07:00 - 23:50,1792,47.231685,39.595977
Ростов-на-Дону,"пр. М.Нагибина, 14/1",Апекс Плюс,8769.0,28224,15,05:31 - 23:59,2016,47.248002,39.713288
Ростов-на-Дону,"ул. Володарского 2-я, 168",Апекс Плюс,5062.0,10933,15,07:00 - 23:50,1792,47.199913,39.654826
Ростов-на-Дону,"ул. Еременко, 62",Апекс Плюс,7305.0,57100,15,07:00 - 23:55,1792,47.231624,39.618597
Ростов-на-Дону,"ул. Скачкова, 60",Апекс Плюс,5062.0,12477,15,07:00 - 23:55,1792,47.225805,39.668579
Ростов-на-Дону,"ул. 2-я Краснодарская, 96/1",Апекс Плюс,8429.0,37155,15,07:00 - 23:55,1792,47.203874,39.615686
Ростов-на-Дону,"пр. Солженицына, 24/23",Апекс Плюс,8095.0,19622,15,07:00 - 23:55,1792,47.2348,39.590291
Ростов-на-Дону,"ул. Жданова, 11",Апекс Плюс,8769.0,26393,15,07:00 - 23:55,1792,47.235142,39.597504
Ростов-на-Дону,"ул. Таганрогская, 163",Апекс Плюс,8095.0,19343,15,07:00 - 23:55,1792,47.259439,39.647594
Ростов-на-Дону,"ул. Большая Садовая, 64",Апекс Плюс,8991.0,49232,15,05:31 - 23:59,2016,47.220866,39.712767
Ростов-на-Дону,"ул. Обороны, 73/20",Апекс Плюс,8095.0,23553,15,07:00 - 23:45,1792,47.217739,39.715049
Ростов-на-Дону,"пр. Ворошиловский, 12",Апекс Плюс,7305.0,30286,15,05:31 - 23:59,2016,47.219967,39.720187
Омск,"ул. 3-я Любинская, 5",Еда!,6530.0,31106,15,08:00 - 22:00,1568,54.997631,73.222676
Омск,"ул. Звездова, 39",Низкоцен,6530.0,37758,15,09:00 - 23:00,1568,54.986919,73.39244
Омск,"ул. Октябрьская, 123",Низкоцен,6530.0,56265,15,09:00 - 23:59,1568,55.000461,73.377653
Омск,"ул. Суворова, 89",Eurospar,6530.0,41187,15,08:00 - 22:00,1568,54.946695,73.348287
Омск,"ул. 4-я Челюскинцев, 64",Eurospar,6530.0,68400,15,08:00 - 22:00,1568,55.025065,73.417
Омск,"ул. 22 Апреля, 38/8",Eurospar (ТЦ Eurospar),6530.0,98000,15,08:00 - 22:00,1568,55.040136,73.26893
Омск,"ул. Дианова, 1",Eurospar,6530.0,83659,15,08:00 - 22:00,1568,54.991423,73.266729
